,online_order,book_table,rating,votes,rest_type,cuisines,cost,location
13369,No,Yes,3.7,74,Casual Dining,Chinese,1500.0,Electronic City
13370,No,No,3.5,10,Casual Dining,North Indian,1000.0,Electronic City
13371,No,No,3.6,33,Casual Dining,Chinese,500.0,Electronic City
13372,Yes,No,3.4,19,Casual Dining,North Indian,700.0,Electronic City
13373,Yes,No,3.7,0,Casual Dining,North Indian,650.0,Electronic City
13374,No,No,2.8,33,Quick Bites,South Indian,300.0,Electronic City
13375,No,No,3.8,29,Beverage Shop,Desserts,100.0,Electronic City
13376,No,No,2.9,18,Casual Dining,Andhra,450.0,Electronic City
13377,No,No,2.8,38,Casual Dining,North Indian,900.0,Electronic City
13378,No,No,4.0,135,Cafe,Cafe,400.0,Electronic City
13379,No,No,3.7,0,Casual Dining,Andhra,600.0,Electronic City
13380,Yes,No,3.1,30,Casual Dining,South Indian,700.0,Electronic City
13381,Yes,No,3.6,539,Casual Dining,Biryani,800.0,Electronic City
13382,Yes,No,3.6,81,Casual Dining,Andhra,350.0,Electronic City
13383,Yes,No,3.6,9,Casual Dining,North Indian,550.0,Electronic City
13384,No,No,2.9,28,Casual Dining,North Indian,550.0,Electronic City
13385,No,No,3.7,38,Casual Dining,North Indian,500.0,Electronic City
13386,Yes,No,3.6,27,Casual Dining,Andhra,550.0,Electronic City
13387,Yes,No,2.8,48,Casual Dining,Charcoal Chicken,1000.0,Electronic City
13388,Yes,No,3.0,11,Casual Dining,South Indian,400.0,Electronic City
13389,No,No,3.9,117,Cafe,Cafe,700.0,Electronic City
13390,Yes,No,3.6,18,Mess,Andhra,200.0,Electronic City
13391,Yes,No,3.6,216,Casual Dining,North Indian,500.0,Electronic City
13392,Yes,No,3.4,10,Quick Bites,North Indian,400.0,Electronic City
13393,No,No,3.5,11,Casual Dining,South Indian,600.0,Electronic City
13394,No,No,3.9,39,Cafe,Cafe,650.0,Electronic City
13395,No,No,3.6,19,Quick Bites,Kerala,400.0,Electronic City
13396,No,No,3.7,0,Casual Dining,South Indian,650.0,Electronic City
13397,No,No,3.7,0,Casual Dining,North Indian,550.0,Electronic City
13398,No,No,3.7,0,Casual Dining,Chinese,700.0,Electronic City
13399,No,No,3.7,0,Sweet Shop,Mithai,300.0,Electronic City
13400,No,No,3.7,0,Casual Dining,Continental,1200.0,Electronic City
13401,No,No,3.7,0,Casual Dining,Andhra,700.0,Electronic City
13402,Yes,No,3.2,9,Bar,Finger Food,1800.0,Electronic City
13403,No,No,3.7,56,Casual Dining,South Indian,500.0,Electronic City
13404,No,No,3.2,6,Quick Bites,South Indian,300.0,Electronic City
13405,No,No,3.7,0,Casual Dining,North Indian,1000.0,Electronic City
13406,No,No,3.7,0,Quick Bites,Biryani,400.0,Electronic City
13407,No,No,3.7,0,Casual Dining,South Indian,500.0,Electronic City
13408,No,No,3.7,0,Quick Bites,Arabian,400.0,Electronic City
13409,No,No,3.7,0,Casual Dining,Andhra,550.0,Electronic City
13410,No,No,3.7,0,Mess,South Indian,300.0,Electronic City
13411,No,No,3.7,0,Mess,South Indian,200.0,Electronic City
13412,No,No,3.7,0,Casual Dining,Andhra,500.0,Electronic City
13413,No,No,3.7,0,Casual Dining,Chinese,400.0,Electronic City
13414,Yes,No,3.4,23,Casual Dining,South Indian,500.0,Electronic City
13415,No,No,3.7,0,Quick Bites,South Indian,300.0,Electronic City
13416,Yes,Yes,3.8,490,Casual Dining,Biryani,500.0,Electronic City
13417,No,No,3.4,20,Casual Dining,Chinese,700.0,Electronic City
13418,Yes,No,3.6,14,Casual Dining,North Indian,600.0,Electronic City
13419,No,No,3.1,10,Casual Dining,Andhra,700.0,Electronic City
13420,No,No,3.1,22,Casual Dining,North Indian,1500.0,Electronic City
13421,No,No,3.2,9,Mess,Andhra,250.0,Electronic City
13422,No,No,3.3,16,Mess,Andhra,200.0,Electronic City
13423,No,No,3.7,0,Casual Dining,North Indian,500.0,Electronic City
13424,No,No,3.5,12,Casual Dining,North Indian,800.0,Electronic City
13425,No,No,3.0,7,Bar,Finger Food,1000.0,Electronic City
13426,No,No,3.7,0,Casual Dining,Biryani,600.0,Electronic City
13427,Yes,No,3.9,176,Kiosk,Arabian,300.0,Electronic City
13428,No,No,3.2,4,Casual Dining,North Indian,700.0,Electronic City
13429,No,No,3.4,11,Casual Dining,South Indian,700.0,Electronic City
13430,No,No,3.3,6,Bar,Finger Food,1000.0,Electronic City
13431,No,No,3.1,8,Quick Bites,North Indian,350.0,Electronic City
13432,No,No,3.4,8,Mess,South Indian,200.0,Electronic City
13433,No,No,3.1,6,Quick Bites,North Indian,350.0,Electronic City
13434,No,No,3.2,26,Casual Dining,North Indian,450.0,Electronic City
13435,No,No,3.0,17,Casual Dining,Burger,1000.0,Electronic City
13436,No,No,3.6,22,Quick Bites,Chinese,350.0,Electronic City
13437,No,No,3.3,6,Casual Dining,Andhra,1400.0,Electronic City
13438,No,No,3.7,0,Quick Bites,South Indian,150.0,Electronic City
13439,No,No,3.7,0,Casual Dining,North Indian,700.0,Electronic City
13440,No,No,3.6,42,Casual Dining,Kerala,600.0,Electronic City
13441,No,No,3.2,7,Casual Dining,North Indian,500.0,Electronic City
13442,No,No,3.2,4,Casual Dining,South Indian,900.0,Electronic City
13443,No,No,3.4,7,Casual Dining,Andhra,500.0,Electronic City
13445,No,No,3.1,18,Quick Bites,North Indian,500.0,Electronic City
13446,No,No,3.5,8,Casual Dining,North Indian,550.0,Electronic City
13447,No,No,3.3,8,Quick Bites,North Indian,400.0,Electronic City
13448,No,No,3.1,9,Casual Dining,South Indian,500.0,Electronic City
13449,No,No,3.4,6,Casual Dining,Chinese,500.0,Electronic City
13450,No,No,3.5,11,Casual Dining,South Indian,450.0,Electronic City
13451,No,No,2.4,142,Casual Dining,North Indian,450.0,Electronic City
13452,No,No,3.3,7,Casual Dining,North Indian,600.0,Electronic City
13453,No,No,3.4,5,Casual Dining,North Indian,1500.0,Electronic City
13454,No,No,3.4,9,Lounge,Finger Food,1000.0,Electronic City
13455,No,No,3.5,18,Casual Dining,North Indian,550.0,Electronic City
13456,No,No,3.7,0,Quick Bites,North Indian,400.0,Electronic City
13457,No,No,3.2,4,Casual Dining,North Indian,550.0,Electronic City
13458,No,No,3.6,25,Quick Bites,Kerala,400.0,Electronic City
13459,No,No,3.4,9,Cafe,Cafe,800.0,Electronic City
13460,No,No,3.3,5,Casual Dining,North Indian,700.0,Electronic City
13461,No,No,3.1,9,Casual Dining,North Indian,450.0,Electronic City
13462,No,No,3.7,0,Sweet Shop,Mithai,200.0,Electronic City
13463,No,No,3.7,0,Casual Dining,North Indian,600.0,Electronic City
13464,No,No,3.7,0,Casual Dining,Andhra,500.0,Electronic City
13465,No,No,3.7,0,Quick Bites,South Indian,400.0,Electronic City
13466,No,No,3.3,4,Casual Dining,Andhra,1500.0,Electronic City
13467,No,No,3.4,5,Casual Dining,North Indian,1200.0,Electronic City
13468,No,No,3.7,0,Casual Dining,North Indian,600.0,Electronic City
13469,No,No,3.1,4,Casual Dining,North Indian,700.0,Electronic City
13470,No,No,3.3,4,Quick Bites,South Indian,300.0,Electronic City
13472,No,No,2.9,95,Casual Dining,Chinese,500.0,Electronic City
13474,Yes,No,2.9,83,Casual Dining,Biryani,600.0,Electronic City
13475,Yes,Yes,3.7,50,Casual Dining,Biryani,600.0,Electronic City
13476,Yes,No,3.3,12,Casual Dining,Biryani,600.0,Electronic City
13477,Yes,No,2.9,24,Casual Dining,North Indian,600.0,Electronic City
13478,No,No,3.7,0,Casual Dining,American,700.0,Electronic City
13479,Yes,Yes,3.8,88,Casual Dining,North Indian,800.0,Electronic City
13480,No,No,3.5,23,Casual Dining,North Indian,1200.0,Electronic City
13481,Yes,No,3.3,211,Casual Dining,North Indian,550.0,Electronic City
13482,Yes,No,3.2,63,Casual Dining,Chinese,400.0,Electronic City
13483,Yes,No,3.8,36,Casual Dining,Andhra,900.0,Electronic City
13484,Yes,No,3.6,163,Casual Dining,North Indian,500.0,Electronic City
13485,Yes,No,3.5,73,Quick Bites,North Indian,400.0,Electronic City
13486,Yes,No,4.0,92,Quick Bites,South Indian,400.0,Electronic City
13487,No,No,4.0,170,Quick Bites,North Indian,350.0,Electronic City
13488,Yes,No,3.6,55,Food Court,North Indian,400.0,Electronic City
13489,Yes,No,3.9,177,Quick Bites,Cafe,650.0,Electronic City
13490,Yes,No,3.8,237,Quick Bites,Hyderabadi,400.0,Electronic City
13491,Yes,No,4.0,262,Quick Bites,South Indian,250.0,Electronic City
13492,Yes,No,4.0,220,Quick Bites,Chinese,300.0,Electronic City
13493,Yes,No,4.0,117,Quick Bites,Chettinad,300.0,Electronic City
13494,Yes,No,3.8,70,Quick Bites,South Indian,350.0,Electronic City
13495,Yes,No,4.0,130,Quick Bites,Rajasthani,400.0,Electronic City
13496,Yes,No,3.9,505,Quick Bites,North Indian,250.0,Electronic City
13497,Yes,Yes,3.5,61,Quick Bites,Biryani,400.0,Electronic City
13498,No,No,3.4,7,Quick Bites,North Indian,400.0,Electronic City
13499,Yes,No,4.0,145,Dessert Parlor,Ice Cream,400.0,Electronic City
13500,Yes,No,3.5,13,Quick Bites,North Indian,200.0,Electronic City
13501,Yes,No,3.6,15,Quick Bites,North Indian,300.0,Electronic City
13502,Yes,No,3.8,67,Quick Bites,Tamil,350.0,Electronic City
13503,No,No,2.8,124,Quick Bites,North Indian,250.0,Electronic City
13504,Yes,No,3.1,273,Quick Bites,Pizza,400.0,Electronic City
13505,Yes,No,4.0,506,Quick Bites,North Indian,500.0,Electronic City
13506,Yes,No,3.5,154,Quick Bites,Burger,450.0,Electronic City
13507,Yes,No,3.7,10,Quick Bites,North Indian,400.0,Electronic City
13508,Yes,No,3.7,110,Quick Bites,Fast Food,400.0,Electronic City
13509,Yes,No,3.7,123,Quick Bites,Burger,500.0,Electronic City
13510,Yes,No,4.0,162,Quick Bites,Street Food,300.0,Electronic City
13511,Yes,No,3.3,7,Quick Bites,Biryani,300.0,Electronic City
13512,No,No,3.5,11,Quick Bites,North Indian,350.0,Electronic City
13513,Yes,No,3.2,284,Quick Bites,Pizza,400.0,Electronic City
13514,No,No,3.9,57,Quick Bites,South Indian,200.0,Electronic City
13515,No,No,3.3,4,Quick Bites,Kerala,400.0,Electronic City
13516,Yes,No,3.7,257,Quick Bites,North Indian,350.0,Electronic City
13517,Yes,No,3.5,9,Quick Bites,South Indian,250.0,Electronic City
13518,Yes,No,3.7,131,Quick Bites,Chinese,400.0,Electronic City
13519,Yes,No,3.2,66,Quick Bites,Fast Food,200.0,Electronic City
13520,Yes,No,4.0,159,Quick Bites,Bengali,400.0,Electronic City
13521,Yes,No,3.7,69,Quick Bites,Kebab,250.0,Electronic City
13522,No,No,3.8,76,Quick Bites,North Indian,300.0,Electronic City
13523,Yes,No,3.6,20,Quick Bites,Fast Food,400.0,Electronic City
13524,Yes,No,3.6,33,Quick Bites,North Indian,350.0,Electronic City
13525,Yes,No,3.9,40,Quick Bites,North Indian,250.0,Electronic City
13526,Yes,No,3.6,25,Quick Bites,Chinese,300.0,Electronic City
13527,No,No,3.7,0,Quick Bites,Biryani,250.0,Electronic City
13528,Yes,No,3.4,275,Quick Bites,Chinese,450.0,Electronic City
13529,Yes,No,4.0,427,Quick Bites,Street Food,150.0,Electronic City
13530,No,No,3.3,7,Quick Bites,Biryani,150.0,Electronic City
13531,Yes,No,3.8,101,Bakery,Bakery,600.0,Electronic City
13532,Yes,No,3.2,231,Quick Bites,North Indian,400.0,Electronic City
13533,Yes,No,3.0,58,Quick Bites,Chinese,200.0,Electronic City
13534,Yes,No,3.8,108,Quick Bites,Fast Food,400.0,Electronic City
13535,Yes,No,3.1,4,Quick Bites,North Indian,400.0,Electronic City
13536,Yes,No,3.4,83,Quick Bites,North Indian,300.0,Electronic City
13537,Yes,No,3.1,44,Quick Bites,North Indian,450.0,Electronic City
13538,Yes,No,3.8,234,Quick Bites,North Indian,400.0,Electronic City
13539,Yes,No,3.5,19,Quick Bites,Chinese,250.0,Electronic City
13540,Yes,No,3.9,33,Quick Bites,South Indian,300.0,Electronic City
13541,No,No,3.5,13,Quick Bites,South Indian,450.0,Electronic City
13542,No,No,2.7,23,Quick Bites,Fast Food,300.0,Electronic City
13543,No,No,3.7,0,Quick Bites,South Indian,100.0,Electronic City
13544,Yes,No,3.3,6,Quick Bites,Fast Food,500.0,Electronic City
13545,Yes,No,3.7,214,Quick Bites,South Indian,300.0,Electronic City
13546,Yes,No,3.8,50,Quick Bites,Chinese,400.0,Electronic City
13547,No,No,3.5,24,Quick Bites,Biryani,150.0,Electronic City
13548,No,No,3.3,8,Quick Bites,Kerala,250.0,Electronic City
13549,Yes,No,3.4,19,Quick Bites,Kerala,400.0,Electronic City
13550,Yes,No,3.9,37,Beverage Shop,Beverages,200.0,Electronic City
13551,Yes,No,3.6,34,Quick Bites,North Indian,250.0,Electronic City
13552,No,No,3.6,29,Quick Bites,North Indian,150.0,Electronic City
13553,No,No,3.7,0,Quick Bites,South Indian,150.0,Electronic City
13554,Yes,No,3.4,12,Quick Bites,South Indian,300.0,Electronic City
13555,No,No,3.6,14,Quick Bites,Chinese,350.0,Electronic City
13556,No,No,3.7,14,Quick Bites,Street Food,100.0,Electronic City
13557,No,No,3.7,0,Quick Bites,South Indian,250.0,Electronic City
13558,Yes,No,3.8,560,Quick Bites,Burger,600.0,Electronic City
13559,Yes,No,3.6,88,Quick Bites,North Indian,400.0,Electronic City
13560,Yes,No,3.6,14,Quick Bites,South Indian,250.0,Electronic City
13561,No,No,3.6,16,Quick Bites,North Indian,350.0,Electronic City
13562,Yes,No,2.8,297,Quick Bites,North Indian,600.0,Electronic City
13563,Yes,No,3.5,22,Quick Bites,Biryani,300.0,Electronic City
13564,Yes,No,2.7,195,Quick Bites,Pizza,750.0,Electronic City
13565,Yes,No,3.6,82,Quick Bites,South Indian,300.0,Electronic City
13566,No,No,3.5,134,Quick Bites,Biryani,200.0,Electronic City
13567,No,No,3.7,0,Quick Bites,Andhra,350.0,Electronic City
13568,Yes,No,3.6,98,Food Court,Tibetan,400.0,Electronic City
13569,Yes,No,3.6,10,Quick Bites,Fast Food,300.0,Electronic City
13570,No,No,2.8,21,Quick Bites,North Indian,250.0,Electronic City
13571,Yes,No,3.3,5,Quick Bites,Mughlai,400.0,Electronic City
13572,Yes,No,3.7,45,Food Court,North Indian,500.0,Electronic City
13573,Yes,No,3.9,146,Quick Bites,Salad,600.0,Electronic City
13574,No,No,3.5,12,Quick Bites,North Indian,300.0,Electronic City
13575,No,No,3.4,5,Dessert Parlor,Desserts,150.0,Electronic City
13576,Yes,No,2.5,63,Quick Bites,South Indian,300.0,Electronic City
13577,No,No,3.1,8,Quick Bites,Fast Food,300.0,Electronic City
13578,No,No,3.3,9,Quick Bites,North Indian,350.0,Electronic City
13579,Yes,No,3.9,45,Quick Bites,Andhra,400.0,Electronic City
13580,Yes,No,2.7,159,Quick Bites,Kerala,500.0,Electronic City
13581,Yes,No,3.4,52,Food Court,Andhra,500.0,Electronic City
13582,Yes,No,3.5,17,Quick Bites,South Indian,300.0,Electronic City
13583,No,No,3.2,77,Quick Bites,North Indian,450.0,Electronic City
13584,No,No,3.7,0,Quick Bites,North Indian,200.0,Electronic City
13585,No,No,3.7,0,Quick Bites,South Indian,300.0,Electronic City
13586,No,No,3.7,0,Quick Bites,North Indian,300.0,Electronic City
13587,Yes,No,2.8,44,Quick Bites,Rolls,400.0,Electronic City
13588,Yes,No,3.2,22,Quick Bites,Andhra,400.0,Electronic City
13589,No,No,3.0,29,Quick Bites,North Indian,400.0,Electronic City
13590,No,No,3.1,5,Quick Bites,North Indian,400.0,Electronic City
13591,No,No,3.3,6,Quick Bites,Biryani,250.0,Electronic City
13592,No,No,3.3,9,Bakery,Bakery,300.0,Electronic City
13593,No,No,3.1,11,Quick Bites,South Indian,550.0,Electronic City
13594,No,No,3.7,0,Quick Bites,Andhra,250.0,Electronic City
13595,No,No,3.7,0,Quick Bites,Desserts,300.0,Electronic City
13596,Yes,No,3.7,0,Quick Bites,South Indian,400.0,Electronic City
13597,No,No,3.7,0,Quick Bites,Bakery,300.0,Electronic City
13598,No,No,3.7,0,Quick Bites,North Indian,300.0,Electronic City
13599,No,No,3.7,0,Quick Bites,South Indian,300.0,Electronic City
13600,No,No,3.7,0,Quick Bites,Salad,200.0,Electronic City
13601,No,No,3.7,0,Quick Bites,South Indian,300.0,Electronic City
13602,Yes,No,3.4,4,Quick Bites,South Indian,400.0,Electronic City
13603,No,No,3.7,0,Quick Bites,North Indian,300.0,Electronic City
13604,No,No,3.7,0,Quick Bites,Fast Food,100.0,Electronic City
13605,No,No,3.7,0,Quick Bites,Andhra,300.0,Electronic City
13606,No,No,3.7,0,Quick Bites,North Indian,400.0,Electronic City
13607,No,No,3.7,0,Quick Bites,South Indian,400.0,Electronic City
13608,No,No,3.7,0,Quick Bites,South Indian,300.0,Electronic City
13609,Yes,No,3.7,0,Quick Bites,Andhra,400.0,Electronic City
13610,No,No,3.3,8,Bakery,Bakery,350.0,Electronic City
13611,Yes,No,3.3,12,Quick Bites,North Indian,400.0,Electronic City
13612,Yes,No,3.2,14,Bakery,Bakery,400.0,Electronic City
13613,No,No,3.7,0,Quick Bites,Seafood,200.0,Electronic City
13614,No,No,3.3,6,Quick Bites,Fast Food,400.0,Electronic City
13615,Yes,No,3.5,12,Quick Bites,North Indian,400.0,Electronic City
13616,No,No,3.6,24,Quick Bites,Andhra,250.0,Electronic City
13617,No,No,3.5,15,Quick Bites,South Indian,150.0,Electronic City
13618,No,No,3.2,4,Quick Bites,Fast Food,300.0,Electronic City
13619,No,No,3.7,0,Quick Bites,South Indian,150.0,Electronic City
13620,No,No,3.7,0,Quick Bites,South Indian,200.0,Electronic City
13621,No,No,3.7,0,Quick Bites,South Indian,300.0,Electronic City
13622,No,No,3.7,0,Quick Bites,Chinese,500.0,Electronic City
13623,No,No,3.7,0,Quick Bites,Bakery,550.0,Electronic City
13624,No,No,3.7,0,Quick Bites,Biryani,300.0,Electronic City
13625,No,No,3.7,0,Quick Bites,Biryani,200.0,Electronic City
13626,No,No,3.7,0,Quick Bites,North Indian,300.0,Electronic City
13627,No,No,3.7,0,Quick Bites,Chinese,200.0,Electronic City
13628,No,No,3.7,0,Quick Bites,Kerala,500.0,Electronic City
13629,No,No,3.7,0,Food Court,North Indian,300.0,Electronic City
13630,No,No,3.7,0,Quick Bites,Chinese,300.0,Electronic City
13631,No,No,3.7,0,Quick Bites,Chinese,300.0,Electronic City
13632,No,No,3.7,0,Quick Bites,North Indian,200.0,Electronic City
13633,No,No,3.7,0,Quick Bites,North Indian,350.0,Electronic City
13634,No,No,3.7,0,Quick Bites,Chinese,350.0,Electronic City
13635,No,No,3.7,0,Quick Bites,South Indian,300.0,Electronic City
13636,No,No,3.7,0,Quick Bites,South Indian,300.0,Electronic City
13637,No,No,3.7,0,Quick Bites,South Indian,300.0,Electronic City
13638,No,No,3.7,0,Quick Bites,South Indian,250.0,Electronic City
13639,No,No,3.7,0,Quick Bites,North Indian,350.0,Electronic City
13640,No,No,3.7,0,Quick Bites,South Indian,200.0,Electronic City
13641,No,No,3.7,0,Quick Bites,Cafe,300.0,Electronic City
13642,No,No,3.7,0,Quick Bites,Biryani,200.0,Electronic City
13643,No,No,3.7,0,Quick Bites,Biryani,150.0,Electronic City
13644,No,No,3.7,0,Quick Bites,North Indian,350.0,Electronic City
13645,No,No,3.7,0,Quick Bites,Fast Food,100.0,Electronic City
13646,No,No,3.7,0,Quick Bites,North Indian,350.0,Electronic City
13647,No,No,3.7,0,Quick Bites,Biryani,350.0,Electronic City
13648,Yes,No,3.4,7,Quick Bites,Street Food,200.0,Electronic City
13649,No,No,3.1,5,Quick Bites,Biryani,350.0,Electronic City
13650,Yes,No,3.8,307,Quick Bites,Chinese,250.0,Electronic City
13651,Yes,No,3.2,19,Quick Bites,Desserts,150.0,Electronic City
13652,Yes,No,3.7,0,Quick Bites,South Indian,250.0,Electronic City
13653,Yes,No,3.7,0,Quick Bites,South Indian,150.0,Electronic City
13654,No,No,3.7,0,Quick Bites,Fast Food,300.0,Electronic City
13655,No,No,3.7,0,Quick Bites,South Indian,350.0,Electronic City
13656,No,No,3.5,10,Quick Bites,North Indian,350.0,Electronic City
13657,No,No,3.7,0,Quick Bites,North Indian,350.0,Electronic City
13658,No,No,3.2,7,Quick Bites,North Indian,200.0,Electronic City
13659,No,No,3.2,4,Quick Bites,North Indian,300.0,Electronic City
13660,No,No,3.2,5,Quick Bites,Biryani,200.0,Electronic City
13661,Yes,No,3.3,46,Quick Bites,Andhra,250.0,Electronic City
13662,No,No,3.3,5,Quick Bites,North Indian,300.0,Electronic City
13663,No,No,3.7,0,Quick Bites,South Indian,200.0,Electronic City
13664,No,No,3.2,4,Quick Bites,South Indian,200.0,Electronic City
13665,No,No,3.4,8,Quick Bites,Kerala,200.0,Electronic City
13666,No,No,3.8,19,Quick Bites,South Indian,400.0,Electronic City
13667,No,No,3.7,0,Quick Bites,North Indian,350.0,Electronic City
13668,No,No,3.7,28,Quick Bites,North Indian,300.0,Electronic City
13669,No,No,2.9,126,Quick Bites,South Indian,350.0,Electronic City
13670,No,No,3.3,5,Quick Bites,Kerala,300.0,Electronic City
13671,No,No,3.4,6,Quick Bites,North Indian,400.0,Electronic City
13672,No,No,3.7,0,Quick Bites,North Indian,300.0,Electronic City
13673,No,No,3.7,0,Quick Bites,South Indian,100.0,Electronic City
13674,No,No,3.7,0,Quick Bites,Fast Food,250.0,Electronic City
13675,No,No,3.0,19,Quick Bites,Burger,400.0,Electronic City
13676,No,No,3.7,0,Quick Bites,North Indian,250.0,Electronic City
13677,No,No,3.4,7,Quick Bites,North Indian,300.0,Electronic City
13678,No,No,3.1,7,Quick Bites,Chinese,300.0,Electronic City
13679,No,No,3.6,28,Quick Bites,North Indian,200.0,Electronic City
13680,No,No,3.0,23,Quick Bites,Street Food,400.0,Electronic City
13681,No,No,3.7,0,Quick Bites,Fast Food,100.0,Electronic City
13682,No,No,3.0,8,Quick Bites,North Indian,500.0,Electronic City
13683,No,No,3.7,0,Quick Bites,South Indian,200.0,Electronic City
13684,No,No,3.7,0,Quick Bites,South Indian,250.0,Electronic City
13685,No,No,3.3,4,Quick Bites,North Indian,200.0,Electronic City
13686,No,No,3.2,4,Quick Bites,Kerala,400.0,Electronic City
13687,No,No,3.7,0,Quick Bites,South Indian,350.0,Electronic City
13688,No,No,3.7,0,Quick Bites,North Indian,200.0,Electronic City
13689,No,No,3.7,0,Quick Bites,South Indian,200.0,Electronic City
13690,No,No,3.7,0,Quick Bites,Biryani,200.0,Electronic City
13691,No,No,3.4,6,Quick Bites,Fast Food,250.0,Electronic City
13692,No,No,3.7,0,Quick Bites,North Indian,350.0,Electronic City
13693,No,No,3.7,0,Quick Bites,Biryani,200.0,Electronic City
13694,No,No,3.7,0,Quick Bites,Kerala,300.0,Electronic City
13695,No,No,3.7,0,Quick Bites,South Indian,350.0,Electronic City
13696,No,No,3.7,0,Quick Bites,South Indian,300.0,Electronic City
13697,No,No,3.0,16,Quick Bites,North Indian,300.0,Electronic City
13698,No,No,3.7,0,Quick Bites,North Indian,250.0,Electronic City
13699,No,No,3.7,0,Food Court,North Indian,300.0,Electronic City
13700,No,No,3.7,0,Quick Bites,South Indian,150.0,Electronic City
13701,No,No,3.5,8,Quick Bites,Fast Food,250.0,Electronic City
13702,No,No,3.7,0,Quick Bites,North Indian,250.0,Electronic City
13703,No,No,3.3,5,Quick Bites,Biryani,300.0,Electronic City
13704,No,No,3.7,0,Quick Bites,Fast Food,150.0,Electronic City
13705,No,No,3.3,4,Quick Bites,South Indian,400.0,Electronic City
13706,No,No,3.3,5,Quick Bites,North Indian,300.0,Electronic City
13707,No,No,2.8,41,Quick Bites,North Indian,400.0,Electronic City
13708,No,No,3.3,5,Quick Bites,Chinese,300.0,Electronic City
13709,No,No,3.4,6,Quick Bites,Fast Food,150.0,Electronic City
13710,No,No,3.7,0,Quick Bites,Biryani,300.0,Electronic City
13711,No,No,3.7,0,Quick Bites,Kerala,350.0,Electronic City
13712,No,No,3.3,5,Quick Bites,South Indian,250.0,Electronic City
13713,No,No,3.7,0,Quick Bites,North Indian,200.0,Electronic City
13714,No,No,3.5,42,Quick Bites,North Indian,400.0,Electronic City
13715,No,No,3.7,0,Quick Bites,North Indian,300.0,Electronic City
13716,No,No,3.2,4,Quick Bites,Pizza,400.0,Electronic City
13717,No,No,3.6,17,Quick Bites,Andhra,400.0,Electronic City
13718,No,No,3.5,8,Quick Bites,North Indian,300.0,Electronic City
13719,No,No,3.7,0,Quick Bites,Fast Food,150.0,Electronic City
13720,No,No,3.8,57,Quick Bites,North Indian,500.0,Electronic City
13721,Yes,No,3.0,50,Quick Bites,Biryani,500.0,Electronic City
13722,Yes,No,3.7,95,Quick Bites,Chinese,400.0,Electronic City
13723,Yes,No,3.6,75,Quick Bites,North Indian,350.0,Electronic City
13724,Yes,No,3.6,60,Quick Bites,North Indian,500.0,Electronic City
13725,Yes,No,3.6,332,Quick Bites,North Indian,250.0,Electronic City
13726,Yes,No,3.7,570,Quick Bites,North Indian,300.0,Electronic City
13727,Yes,No,3.0,13,Quick Bites,Sandwich,300.0,Electronic City
13728,Yes,No,3.7,0,Quick Bites,North Indian,700.0,Electronic City
13729,Yes,No,2.9,45,Quick Bites,North Indian,400.0,Electronic City
13730,No,No,3.7,43,Quick Bites,North Indian,200.0,Electronic City
13731,Yes,No,3.6,108,Quick Bites,Andhra,400.0,Electronic City
13732,Yes,No,3.7,38,Quick Bites,North Indian,400.0,Electronic City
13733,Yes,No,3.7,0,Quick Bites,American,200.0,Electronic City
13734,Yes,No,3.4,6,Quick Bites,North Indian,300.0,Electronic City
13735,No,No,3.0,29,Quick Bites,Rajasthani,200.0,Electronic City
13736,Yes,No,3.4,16,Quick Bites,North Indian,200.0,Electronic City
13737,Yes,No,3.8,303,Quick Bites,Chinese,300.0,Electronic City
13739,No,Yes,4.3,1265,Pub,Continental,1200.0,Electronic City
13740,No,Yes,4.4,809,Pub,Continental,1200.0,Electronic City
13741,No,Yes,3.6,116,Bar,Continental,1200.0,Electronic City
13742,Yes,Yes,4.0,537,Bar,North Indian,1500.0,Electronic City
13743,No,Yes,4.3,169,Bar,North Indian,1400.0,Electronic City
13744,No,Yes,3.6,180,Pub,Continental,1300.0,Electronic City
13745,No,No,4.1,163,Bar,Finger Food,1200.0,Electronic City
13746,No,Yes,4.0,119,Lounge,Finger Food,2500.0,Electronic City
13747,No,Yes,3.5,49,Lounge,North Indian,1500.0,Electronic City
13748,Yes,Yes,3.4,183,Casual Dining,Chinese,900.0,Electronic City
13749,No,No,3.8,76,Lounge,Finger Food,1500.0,Electronic City
13750,No,No,3.8,27,Lounge,Japanese,1200.0,Electronic City
13751,No,Yes,4.1,410,Bar,Finger Food,1500.0,Electronic City
13752,No,No,3.5,10,Casual Dining,North Indian,1000.0,Electronic City
13753,Yes,No,3.0,8,Casual Dining,Fast Food,1000.0,Electronic City
13754,Yes,No,3.2,9,Bar,Finger Food,1800.0,Electronic City
13755,No,No,3.0,7,Bar,Finger Food,1000.0,Electronic City
13756,No,No,3.3,6,Bar,Finger Food,1000.0,Electronic City
13757,No,No,3.0,17,Casual Dining,Burger,1000.0,Electronic City
13758,No,No,3.4,9,Lounge,Finger Food,1000.0,Electronic City
13759,No,Yes,3.6,116,Bar,Continental,1200.0,Electronic City
13760,No,Yes,4.4,809,Pub,Continental,1200.0,Electronic City
13761,No,Yes,4.3,1265,Pub,Continental,1200.0,Electronic City
13762,Yes,Yes,4.0,537,Bar,North Indian,1500.0,Electronic City
13763,No,Yes,4.3,169,Bar,North Indian,1400.0,Electronic City
